,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Unnamed: 4_level_0
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
500,Giovani Lo Celso,ar ARG,MF,27-197,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,spurs,1.0
501,Alejo Véliz,ar ARG,"MF,FW",20-034,,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,spurs,2.0
502,Brandon Austin,eng ENG,GK,24-288,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,spurs,0.0
503,Eric Dier,eng ENG,"DF,MF",29-281,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,spurs,0.0
504,Jamie Donley,eng ENG,FW,18-293,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,spurs,0.0
505,Fraser Forster,eng ENG,GK,35-220,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,spurs,0.0
506,Bryan Gil,es ESP,"FW,MF",22-254,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,spurs,0.0
507,Ashley Phillips,wls WAL,DF,18-089,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,spurs,0.0
508,Alphonse Areola,fr FRA,GK,30-238,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,west_ham,9.0
509,Emerson Palmieri,it ITA,DF,29-081,,9,810.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,1.6,1.7,15.0,33.0,27.0,0.0,0.11,0.11,0.0,0.11,0.01,0.18,0.19,0.01,0.19,Matches,west_ham,9.0
510,Kurt Zouma,fr FRA,DF,28-361,,9,810.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,0.0,11.0,0.0,0.11,0.0,0.11,0.11,0.11,0.06,0.0,0.07,0.06,0.07,Matches,west_ham,9.0
511,Jarrod Bowen,eng ENG,"FW,MF",26-307,,9,809.0,9.0,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,3.7,3.7,1.0,4.6,23.0,14.0,44.0,0.67,0.11,0.78,0.67,0.78,0.41,0.11,0.52,0.41,0.52,Matches,west_ham,9.0
512,Vladimír Coufal,cz CZE,DF,31-062,,9,806.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,25.0,31.0,22.0,0.0,0.45,0.45,0.0,0.45,0.0,0.13,0.13,0.0,0.13,Matches,west_ham,9.0
513,Lucas Paquetá,br BRA,"FW,MF",26-057,,9,792.0,8.8,1.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,1.9,1.1,1.5,2.5,9.0,56.0,28.0,0.11,0.11,0.23,0.0,0.11,0.21,0.17,0.38,0.12,0.29,Matches,west_ham,9.0
514,Michail Antonio,jm JAM,FW,33-209,,9,682.0,7.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,0.6,1.7,20.0,10.0,35.0,0.26,0.13,0.4,0.26,0.4,0.14,0.08,0.22,0.14,0.22,Matches,west_ham,9.0
515,James Ward-Prowse,eng ENG,MF,28-356,,8,710.0,7.9,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,2.3,4.0,6.0,26.0,19.0,0.25,0.38,0.63,0.25,0.63,0.21,0.3,0.5,0.21,0.5,Matches,west_ham,8.0
516,Nayef Aguerd,ma MAR,DF,27-207,,8,696.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.8,0.8,0.0,0.8,2.0,14.0,0.0,0.13,0.0,0.13,0.13,0.13,0.1,0.0,0.1,0.1,0.1,Matches,west_ham,8.0
517,Tomáš Souček,cz CZE,MF,28-238,,8,608.0,6.8,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.6,2.6,0.6,3.2,3.0,15.0,5.0,0.3,0.15,0.44,0.3,0.44,0.38,0.09,0.48,0.38,0.48,Matches,west_ham,8.0
518,Edson Álvarez,mx MEX,MF,25-364,,7,591.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.1,0.3,3.0,14.0,7.0,0.0,0.15,0.15,0.0,0.15,0.04,0.02,0.05,0.04,0.05,Matches,west_ham,8.0
519,Saïd Benrahma,dz ALG,"FW,MF",28-074,,3,339.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.3,19.0,17.0,43.0,0.0,0.27,0.27,0.0,0.27,0.13,0.23,0.35,0.13,0.35,Matches,west_ham,7.0
520,Pablo Fornals,es ESP,"MF,FW",27-243,,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,2.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.22,0.15,0.22,Matches,west_ham,7.0
521,Angelo Ogbonna,it ITA,DF,35-153,,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,west_ham,2.0
522,Kudus Mohammed,gh GHA,"MF,FW",23-082,,0,100.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,4.0,7.0,0.9,0.0,0.9,0.9,0.9,0.07,0.03,0.1,0.07,0.1,Matches,west_ham,6.0
523,Danny Ings,eng ENG,"FW,MF",31-092,,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,west_ham,6.0
524,Thilo Kehrer,de GER,"DF,MF",27-032,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,west_ham,3.0
525,Maxwel Cornet,ci CIV,MF,27-026,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,west_ham,1.0
526,Konstantinos Mavropanos,gr GRE,DF,25-316,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,west_ham,1.0
527,Joseph Anang,eng ENG,GK,23-137,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,west_ham,0.0
528,Conor Coventry,ie IRL,MF,23-212,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,west_ham,0.0
529,Aaron Cresswell,eng ENG,"DF,MF",33-312,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,west_ham,0.0
530,Łukasz Fabiański,pl POL,GK,38-188,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,west_ham,0.0
531,Ben Johnson,eng ENG,DF,23-272,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,west_ham,0.0
532,Divin Mubama,eng ENG,FW,18-363,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,west_ham,0.0
533,Max Kilman,eng ENG,DF,26-153,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.9,10.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,wolves,9.0
534,Pedro Neto,pt POR,"FW,MF",23-228,,9,810.0,9.0,1.0,6.0,7.0,1.0,0.0,0.0,3.0,0.0,2.2,2.2,2.7,4.9,48.0,28.0,74.0,0.11,0.67,0.78,0.11,0.78,0.25,0.29,0.54,0.25,0.54,Matches,wolves,9.0
535,José Sá,pt POR,GK,30-279,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,wolves,9.0
536,Craig Dawson,eng ENG,DF,33-170,,9,790.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,1.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.15,0.08,0.15,Matches,wolves,9.0
537,Matheus Cunha,br BRA,FW,24-149,,9,711.0,7.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.6,2.6,1.3,3.9,26.0,18.0,27.0,0.25,0.13,0.38,0.25,0.38,0.32,0.16,0.49,0.32,0.49,Matches,wolves,9.0
538,João Gomes,br BRA,MF,22-253,,9,670.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,0.4,4.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,wolves,9.0
539,Nélson Semedo,pt POR,"DF,MF",29-341,,8,713.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.0,0.6,15.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,wolves,8.0
540,Mario Lemina,ga GAB,MF,30-052,,8,706.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,4.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.13,0.13,0.13,Matches,wolves,8.0
541,Rayan Aït Nouri,dz ALG,"DF,MF",22-139,,8,604.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.3,0.8,12.0,35.0,24.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,wolves,9.0
542,Hwang Hee-chan,kr KOR,"FW,MF",27-270,,6,504.0,5.6,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,1.8,1.8,1.1,2.9,12.0,13.0,27.0,0.89,0.18,1.07,0.89,1.07,0.31,0.2,0.52,0.31,0.52,Matches,wolves,9.0
543,Toti Gomes,pt POR,DF,24-280,,3,325.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,wolves,6.0
544,Fábio Silva,pt POR,FW,21-096,,3,254.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.2,5.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.37,0.07,0.44,0.37,0.44,Matches,wolves,7.0
545,Pablo Sarabia,es ESP,"FW,MF",31-165,,2,189.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.5,1.9,4.0,9.0,19.0,0.0,0.48,0.48,0.0,0.48,0.19,0.73,0.92,0.19,0.92,Matches,wolves,5.0
546,Matheus Nunes,pt POR,MF,25-057,,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,7.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,wolves,2.0
547,Jean-Ricner Bellegarde,fr FRA,MF,25-118,,2,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,wolves,2.0
548,Matt Doherty,ie IRL,"MF,FW",31-280,,1,228.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,1.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.06,0.2,0.26,0.06,0.26,Matches,wolves,5.0
549,Boubacar Traoré,ml MLI,"MF,FW",22-064,,1,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,wolves,6.0
550,Hugo Bueno,es ESP,DF,21-035,,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,7.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.19,0.11,0.19,Matches,wolves,6.0
551,Tommy Doyle,eng ENG,MF,22-006,,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,wolves,3.0
552,Sasa Kalajdzic,at AUT,FW,26-108,,0,43.0,0.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.6,0.0,2.0,2.0,4.19,0.0,4.19,4.19,4.19,1.88,1.44,3.32,1.88,3.32,Matches,wolves,5.0
553,Jonny Castro,es ESP,MF,29-234,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,wolves,1.0
554,Daniel Bentley,eng ENG,GK,30-102,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,wolves,0.0
555,Santiago Bueno,uy URU,DF,24-348,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,wolves,0.0
556,Nathan Fraser,ie IRL,FW,18-243,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,wolves,0.0
557,Enso Gonzalez,py PAR,MF,18-276,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,wolves,0.0
558,Joseph Hodge,ie IRL,MF,21-039,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,wolves,0.0
